Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Month,Industry/ Vertical,Sub-Vertical,Industry/Vertical,City,Investor Name,Amount(in USD),Investment Type,Founding Date,Founders,Investors,Investment Stage,Amount_Numeric,Amount_Log,Combined_Description,Cleaned_Description,City_Encoded,Industry/Vertical_Encoded,Investment Stage_Encoded
Bizongo,,,,,,,2021,Apr,,Bizongo is a business-to-business online marketplace for packaging products.,B2B E-commerce,Mumbai,,"$51,000,000",,2015,"Aniket Deb, Ankit Tomar, Sachin Agrawal","CDC Group, IDG Capital",Series C,51000000.0,17.747336210296442,Bizongo is a business-to-business online marketplace for packaging products. B2B E-commerce,bizongo is a business to business online marketplace for packaging products b2b e commerce,77,55,46
FypMoney,,,,,,,2021,Apr,,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",FinTech,Gurugram,,"$2,000,000",,2021,Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",Seed,2000000.0,14.508658238524095,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions. FinTech",fypmoney is digital neo bank for teenagers empowering them with financial literacy and ease of secured financial transactions fintech,43,221,30
Urban Company,,,,,,,2021,Apr,,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia",Home services,New Delhi,,"$188,000,000",,2014,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan",Vy Capital,Unknown,188000000.0,19.05195252611337,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia Home services",urban company formerly urbanclap is a home and beauty services platform in india middle east singapore and australia home services,81,284,59
Comofi Medtech,,,,,,,2021,Apr,,Comofi Medtech is a healthcare robotics startup.,HealthTech,Bangalore,,"$200,000",,2018,Gururaj KB,"CIIE.CO, KIIT-TBI",Unknown,200000.0,12.206077645517674,Comofi Medtech is a healthcare robotics startup. HealthTech,comofi medtech is a healthcare robotics startup healthtech,8,272,59
Qube Health,,,,,,,2021,Apr,,India's Most Respected Workplace Healthcare Management Company,HealthTech,Mumbai,,Undisclosed,,2016,Gagan Kapur,Inflection Point Ventures,Pre-series A,,,India's Most Respected Workplace Healthcare Management Company HealthTech,india s most respected workplace healthcare management company healthtech,77,272,26
Vitra.ai,,,,,,,2021,Apr,,Vitra.ai is an AI-based video translation platform,Tech Startup,Bangalore,,Undisclosed,,2020,Akash Nidhi PS,Inflexor Ventures,Unknown,,,Vitra.ai is an AI-based video translation platform Tech Startup,vitra ai is an ai based video translation platform tech startup,8,476,59
Taikee,,,,,,,2021,Apr,,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.",E-commerce,Mumbai,,"$1,000,000",,2010,"Nidhi Ramachandran, Sachin Chhabra",,Unknown,1000000.0,13.815511557963774,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores. E-commerce",taikee is the iso certified b2b e commerce platform of peel works enabling better lives for corner stores e commerce,77,172,59
Fitterfly,,,,,,,2021,Apr,,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",HealthTech,Mumbai,,"$3,000,000",,2016,Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",Pre-series A,3000000.0,14.914123179965662,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition. HealthTech",fitterfly offers customized and personalized wellness programs for diabetes pcos pregnancy weight loss pediatric and nutrition healthtech,77,272,26
FreeStand,,,,,,,2021,Apr,,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,B2B service,New Delhi,,"$100,000",,2017,"Konark Sharma, Sneh Soni","SucSEED Indovation, IIM Calcutta Innovation Park",Unknown,100000.0,11.51293546492023,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns. B2B service,freestand enables fmcg brands to execute trackable and scalable product sampling campaigns b2b service,81,63,59
MyDentalPlan,,,,,,,2021,Apr,,My Dental Plan provides dental care packages and services.,Helathcare,Bangalore,,"$700,000",,2014,"Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao",Safe Planet Medicare,Seed,700000.0,13.45883704259595,My Dental Plan provides dental care packages and services. Helathcare,my dental plan provides dental care packages and services helathcare,8,278,30
Freyr Energy,,,,,,,2021,Apr,,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",Renewable Energy,Hyderabad,,"$2,000,000",,2014,"Radhika Choudary, Saurabh Marda","Impact Partners, C4D Partners",Unknown,2000000.0,14.508658238524095,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India. Renewable Energy",freyr energy is a company that provides full service solar provider based in hyderabad india renewable energy,47,414,59
DealShare,,,,,,,2021,Apr,,DealShare is a Social Commerce Startup,E-commerce,Jaipur,,"$9,000,000",,2018,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Tiger Global Management, InnoVen Capital",Unknown,9000000.0,16.012735246411598,DealShare is a Social Commerce Startup E-commerce,dealshare is a social commerce startup e commerce,55,172,59
Tessolve,,,,,,,2021,Apr,,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.",Electronics,Bangalore,,"$40,000,000",,1993,"P Raja Manickam, Srinivas Chinamilli, Veerappan V",Novo Tellus Capital,Unknown,40000000.0,17.50439003707821,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design. Electronics",tessolve semiconductor offers engineering in semiconductor design test product engineering failure analysis systems design electronics,8,194,59
Smart Joules,,,,,,,2021,Apr,,Smart Joules is an energy management company.,Renewable Energy,New Delhi,,"$49,000,000",,2014,"Arjun P Gupta, Ujjal Majumdar, Sidhartha Gupta","Raintree Family Office, ADB arm",Unknown,49000000.0,17.707330876483063,Smart Joules is an energy management company. Renewable Energy,smart joules is an energy management company renewable energy,81,414,59
ORAI,,,,,,,2021,Apr,,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,IT startup,Bangalore,,"$400,000",,2020,"Swapnil Jain, Sujit Das Biswas",Inflection Point Ventures,Pre-series A,400000.0,12.899222326086994,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL IT startup,ai powered robotic virtual assistant rva for amplifying performance of poor quality leads and bring more mql and sql it startup,8,295,26
ixamBee,,,,,,,2021,Apr,,ixamBee is to provide best online learning experience for preparation of competitive exams.,EdTech,New Delhi,,"$300,000",,2016,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha",Seed,300000.0,12.611541086966115,ixamBee is to provide best online learning experience for preparation of competitive exams. EdTech,ixambee is to provide best online learning experience for preparation of competitive exams edtech,81,185,30
CoinSwitch Kuber,,,,,,,2021,Apr,,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,FinTech,Bangalore,,"$25,000,000",,2017,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Paradigm, Kunal Shah",Series B,25000000.0,17.034386422832473,CoinSwitch Kuber is an India-based cryptocurrency exchange platform. FinTech,coinswitch kuber is an india based cryptocurrency exchange platform fintech,8,221,43
Razorpay,,,,,,,2021,Apr,,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",FinTech,Bangalore,,"$160,000,000",,2014,"Harshil Mathur, Shashank Kumar","Matrix Partners India, GIC",Series E,160000000.0,18.8906843794481,"Razorpay is a platform that enables businesses to accept, process, and disburse payments. FinTech",razorpay is a platform that enables businesses to accept process and disburse payments fintech,8,221,50
Uable,,,,,,,2021,Apr,,Uable offers role based programmes to empower children to explore different domains.,EdTech,Bangalore,,Undisclosed,,2020,Saurabh Saxena,"Chiratae Ventures, JAFCO Asia",Seed,,,Uable offers role based programmes to empower children to explore different domains. EdTech,uable offers role based programmes to empower children to explore different domains edtech,8,185,30
ZFW Hospitality,,,,,,,2021,Apr,,Creating a sustainable and scalable cloud kitchen network.,Food & Beverages,New Delhi,,"$150,000",,2015,Madhav Kasturia,"Mumbai Angels Network, Expert DOJO",Pre-seed,150000.0,11.918397239722838,Creating a sustainable and scalable cloud kitchen network. Food & Beverages,creating a sustainable and scalable cloud kitchen network food beverages,81,234,23
Optimized Electrotech,,,,,,,2021,Apr,,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection",Aeorspace,Ahmadabad,,"$1,800,000",,2017,"Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah",GVFL,Pre-series A,1800000.0,14.403297778421795,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection Aeorspace",long distance multispectral surveillance equipment for defense aerospace critical asset protection aeorspace,2,24,26
Northern Arc,,,,,,,2021,Apr,,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,FinTech,Chennai,,"$5,000,000",,2008,Kshama Fernandes,"Kotak Mahindra Bank, FMO",Unknown,5000000.0,15.424948670398354,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors. FinTech,northern arc capital is a non banking finance company that provides borrows with access to debt investors fintech,24,221,59
Chara,,,,,,,2021,Apr,,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.",Deep Tech,Bangalore,,"$850,000",,2019,"Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik",Kalaari Capital,Seed,850000.0,13.652992804936396,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies. Deep Tech",a scalable cloud controlled and rare earth mineral free hardware and software platform for the switched reluctance motor and other magnet free motor technologies deep tech,8,154,30
Sirona Hygiene,,,,,,,2021,Apr,,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,HealthTech,New Delhi,,"$3,000,000",,2015,"Deep Bajaj, Mohit Bajaj","NB Ventures, IAN Fund",Series A,3000000.0,14.914123179965662,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products. HealthTech,solving unaddressed intimate menstrual hygiene issues with our award winning innovative modern products healthtech,81,272,39
Pristyn Care,,,,,,,2021,Apr,,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,HealthTech,Gurugram,,"$53,000,000",,2018,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",Series D,53000000.0,17.78580249038432,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures HealthTech,pristyn care is health care startup that is disrupting elective surgery procedures healthtech,43,272,48
TrulyMadly,,,,,,,2021,Apr,,Trulymadly is a dating platform that uses a match making algorithm.,Dating,New Delhi,,"$2,000,000",,2013,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor",Pre-series A,2000000.0,14.508658238524095,Trulymadly is a dating platform that uses a match making algorithm. Dating,trulymadly is a dating platform that uses a match making algorithm dating,81,152,26
Vidyakul,,,,,,,2021,Apr,,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,EdTech,Unknown,,"$500,000",,2018,"Raman Garg, Tarun Saini","JITO Angel Network, SOSV",Seed,500000.0,13.122365377402328,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures EdTech,vidyakul is an vernacular e learning platform that helps state board students to learn academics via pre recorded and live lectures edtech,144,185,30
Jambox Games,,,,,,,2021,Apr,,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",Gaming,Bangalore,,"$1,100,000",,2021,Ravi Vyas,,Seed,1100000.0,13.910821646859095,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents. Gaming",a competitive game publishing platform to help developers in india and southeast asia to publish their games and compete with the global incumbents gaming,8,255,30
Miko,,,,,,,2021,Apr,,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.",Robotics,Mumbai,,"$6,000,000",,2015,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Chiratae Ventures, YourNest Venture Capital",Unknown,6000000.0,15.607270193858982,"Miko is an advanced robotics startup focusing on robotics, AI & IoT. Robotics",miko is an advanced robotics startup focusing on robotics ai iot robotics,77,422,59
SuperK,,,,,,,2021,Apr,,SuperK is a full-stack solution to empower small format retail stores in India.,Retail,"Small Towns, Andhra Pradesh",,"$800,000",,2019,Neeraj Menta,STRIVE VC,Seed,800000.0,13.592368256649284,SuperK is a full-stack solution to empower small format retail stores in India. Retail,superk is a full stack solution to empower small format retail stores in india retail,126,419,30
TagZ Foods,,,,,,,2021,Apr,,TagZ Foods is a supplier of snacks and food products.,Food,Bangalore,,"$500,000",,2019,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts,Pre-series A,500000.0,13.122365377402328,TagZ Foods is a supplier of snacks and food products. Food,tagz foods is a supplier of snacks and food products food,8,231,26
Fuel Buddy,,,,,,,2021,Apr,,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,Oil and Energy,New Delhi,,"$1,000,000",,2017,Aditya Singh,Jaipuria Family Office,Unknown,1000000.0,13.815511557963774,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP. Oil and Energy,fuelbuddy is the first legal private company in india to have permissions in place to deliver fuel fueldelivery app oil and energy,81,383,59
M1xchange,,,,,,,2021,Apr,,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,FinTech,Gurugram,,"$10,000,000",,2017,Sundeep Mohindru,Amazon,Unknown,10000000.0,16.118095750958314,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis. FinTech,m1 an online exchange for treds set up under the approval rbi to facilitate discounting of invoices on a pan india basis fintech,43,221,59
Spintly,,,,,,,2021,Apr,,Wireless cloud based access control platform,Tech Startup,Goa,,"$500,000",,2017,Rohin Parkar,Riso Capital,Unknown,500000.0,13.122365377402328,Wireless cloud based access control platform Tech Startup,wireless cloud based access control platform tech startup,40,476,59
EF Polymer,,,,,,,2021,Apr,,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,AgriTech,Rajsamand,,"$200,000",,2018,Narayan Lal Gurjar,MTG Ventures,Unknown,200000.0,12.206077645517674,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield. AgriTech,sustainable agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield agritech,103,28,59
boAt,,,,,,,2021,Apr,,boAt is a consumer electronics and lifestyle company.,Electronics,New Delhi,,"$6,000,000",,2016,"Aman Gupta, Sameer Mehta","Qualcomm Ventures, Warburg Pincus",Unknown,6000000.0,15.607270193858982,boAt is a consumer electronics and lifestyle company. Electronics,boat is a consumer electronics and lifestyle company electronics,81,194,59
TruNativ,,,,,,,2021,Apr,,TruNativ Foods & Beverages Pvt Ltd,Food & Beverages,Mumbai,,Undisclosed,,2019,"Pranav Malhotra, Mamta Malhotra",9Unicorns,Seed,,,TruNativ Foods & Beverages Pvt Ltd Food & Beverages,trunativ foods beverages pvt ltd food beverages,77,234,30
iBus,,,,,,,2021,Apr,,iBus Networks is an in-building connectivity solutions company,Telecommuncation,Bangalore,,"$21,000,000",,2010,"Ram Sellaratnam, Sunil Menon and Subash Vasudevan",Morgan Stanley,Unknown,21000000.0,16.860033043306743,iBus Networks is an in-building connectivity solutions company Telecommuncation,ibus networks is an in building connectivity solutions company telecommuncation,8,483,59
Puresh Daily,,,,,,,2021,Apr,,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,Milk startup,Ranchi,,"$100,000",,2019,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners",Seed,100000.0,11.51293546492023,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle. Milk startup,pureandfres milk delivers fresh milk directly from its farm to home fresh milk without any trace of chemicals is packed and sealed in glass bottle milk startup,104,361,30
LearnVern,,,,,,,2021,Apr,,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,EdTech,Ahmadabad,,"$1,000,000",,2016,"Niral Modi, Aditi Modi",,Unknown,1000000.0,13.815511557963774,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free. EdTech,learnvern com is a training portal where anyone can learn any course in vernacular languages for free edtech,2,185,59
LimeChat,,,,,,,2021,Apr,,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,AI Chatbot,"Faridabad, Haryana",,"$7,500,000",,2020,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma",Seed,7500000.0,15.830413711839864,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI. AI Chatbot,limechat provides a personalised shopping experience for d2c companies on chat platforms using l3 conversational ai ai chatbot,33,4,30
Dybo,,,,,,,2021,Apr,,Product Visualisation Technology for Commerce,IT,Bangalore,,"$100,000",,2019,Dhawal Jain,Spanache,Seed,100000.0,11.51293546492023,Product Visualisation Technology for Commerce IT,product visualisation technology for commerce it,8,293,30
moEVing,,,,,,,2021,Apr,,"Delivering clean, cost-effective and efficient mobility solutions.",Logistics,Gurugram,,"$1,000,000",,2021,VIKASH MISHRA,,Seed,1000000.0,13.815511557963774,"Delivering clean, cost-effective and efficient mobility solutions. Logistics",delivering clean cost effective and efficient mobility solutions logistics,43,333,30
WeWork India,,,,,,,2021,Apr,,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",Hospitality,Bangalore,,"$26,000,000",,2017,Karan Virwani,,Unknown,26000000.0,17.073607134447293,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech Hospitality",transform buildings into beautiful collaborative workspaces and provide infrastructure services events and tech hospitality,8,286,59
Solethreads,,,,,,,2021,Apr,,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,Fashion,Gurugram,,"$1,000,000",,2018,Vikram Iyer,"DSG Consumer Partners, Saama Capital",Series A,1000000.0,13.815511557963774,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution. Fashion,solethreads is a made in india footwear brand that s creating a flip flop revolution fashion,43,211,39
Beldara,,,,,,,2021,Apr,,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",E-commerce,Mumbai,,"$7,400,000",,2018,Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures,Unknown,7400000.0,15.816990693309524,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide. E-commerce",beldara com is a global b2b marketplace enables businesses to sell worldwide e commerce,77,172,59
CredFlow,,,,,,,2021,Apr,,CredFlow provides financial solutions to automate your cashflows.,FinTech,New Delhi,,"$2,000,000",,2020,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",Seed,2000000.0,14.508658238524095,CredFlow provides financial solutions to automate your cashflows. FinTech,credflow provides financial solutions to automate your cashflows fintech,81,221,30
Do Your Thng,,,,,,,2021,Apr,,World's first shared economy platform for digital assets.,Marketing,Gurugram,,"$1,500,000",,2018,Ankit Agarwal,"Angelbay Holdings, Faad Network",Unknown,1500000.0,14.220976332738882,World's first shared economy platform for digital assets. Marketing,world s first shared economy platform for digital assets marketing,43,347,59
Oye Rickshaw,,,,,,,2021,Apr,,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,Transportation,Gurugram,,"$3,000,000",,2017,"Akash Deep, Mohit Sharma","Alteria Capital, Chiratae Ventures",Unknown,3000000.0,14.914123179965662,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app. Transportation,oye rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app transportation,43,494,59
Legitquest,,,,,,,2021,Apr,,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,LegalTech,New Delhi,,"$600,000",,2017,"Himanshu Puri, Karan Kalia, Rohit Shukla","WaterBridge Ventures, Info Edge",Unknown,600000.0,13.304686600863562,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws. LegalTech,legitquest is a legal tech company that operates a legal research platform with indian case laws legaltech,81,327,59
Swiggy,,,,,,,2021,Apr,,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,Food delivery,Bangalore,,"$800,000,000",,2014,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety","Carmignac, Falcon Edge Capital",Unknown,800000000.0,20.500122286882203,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors. Food delivery,swiggy is an on demand food delivery platform that brings food from neighborhood restaurants directly to customers doors food delivery,8,243,59
AntWak,,,,,,,2021,Apr,,AntWak provides a video platform for e-learning service.,EdTech,Bangalore,,Undisclosed,,2019,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah",Seed,,,AntWak provides a video platform for e-learning service. EdTech,antwak provides a video platform for e learning service edtech,8,185,30
PlayShifu,,,,,,,2021,Apr,,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,EdTech,Bangalore,,"$17,000,000",,2016,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund",Series B,17000000.0,16.648723960844016,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age). EdTech,playshifu is an edtech startup that offers teaching learning tools for kids 4 12 years of age edtech,8,185,43
Pitstop,,,,,,,2021,Apr,,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Automotive,Bangalore,,"$3,500,000",,2015,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture",Pre-series B,3500000.0,15.068273812173887,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles. Automotive,pitstop offers general repair and maintenance services for cars through its doorstep service vehicles automotive,8,46,28
Lendingkart,,,,,,,2021,Apr,,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,FinTech,Gujarat,,"$15,000,000",,1999,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings",Debt,15000000.0,16.52356082573315,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans. FinTech,lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with working capital loans fintech,41,221,7
CRED,,,,,,,2021,Apr,,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,FinTech,Bangalore,,"$215,000,000",,2018,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management",Series D,215000000.0,19.186148590743098,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills. FinTech,cred is a members only credit card management and bill payments platform that rewards users every time they pay their credit card bills fintech,8,221,48
Karnival,,,,,,,2021,Apr,,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,SaaS startup,Bangalore,,"$2,500,000",,2015,Neeraj Tyagi,http://100x.vc/,Seed,2500000.0,14.731801689838349,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology SaaS startup,a saas platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology saas startup,8,426,30
PharmEasy,,,,,,,2021,Apr,,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",HealthTech,Mumbai,,"$350,000,000",,2015,"Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec",Series E,350000000.0,19.673443715304877,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection. HealthTech",pharmeasy is a health tech startup offering services such as teleconsultation medicine deliveries and diagnostic test sample collection healthtech,77,272,50
WESS,,,,,,,2021,Apr,,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,Renewable Energy,Mumbai,,"$2,000,000",,1989,Hitesh Doshi,Centrum Financial Services,Seed,2000000.0,14.508658238524095,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries. Renewable Energy,waaree is india s largest solar module manufacturer fastest growing epc company with presence across 68 countries renewable energy,77,414,30
ShopSe,,,,,,,2021,Apr,,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,FinTech,Mumbai,,"$5,500,000",,2020,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT",Unknown,5500000.0,15.520258832020865,Make purchases online or at neighborhood store in easy EMIs through ShopSe. FinTech,make purchases online or at neighborhood store in easy emis through shopse fintech,77,221,59
Fantasy Akhada,,,,,,,2021,Apr,,Fantasy Akhada offers fantasy sports platform for cricket and football.,Fantasy sports,Gurugram,,"$600,000",,2020,Amit Purohit,Harsha Bhogle,Unknown,600000.0,13.304686600863562,Fantasy Akhada offers fantasy sports platform for cricket and football. Fantasy sports,fantasy akhada offers fantasy sports platform for cricket and football fantasy sports,43,209,59
Rage Coffee,,,,,,,2021,Apr,,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,Food & Beverages,New Delhi,,Undisclosed,,2018,Bharat Sethi,"GetVantage, Prakash Katama",Pre-series A,,,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods. Food & Beverages,rage coffee is infused with plant based vitamins these 100 natural extracts are typically found in foods food beverages,81,234,26
Groww,,,,,,,2021,Apr,,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,FinTech,Bangalore,,"$83,000,000",,2017,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund",Series D,83000000.0,18.234351177809064,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds. FinTech,groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds fintech,8,221,48
Avanti Finance,,,,,,,2021,Apr,,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,FinTech,Bangalore,,"$26,000,000",,2016,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,Series A,26000000.0,17.073607134447293,Avanti Finance lends relatively large but trust-based loans without formal credit footprint. FinTech,avanti finance lends relatively large but trust based loans without formal credit footprint fintech,8,221,39
Kudos,,,,,,,2021,Apr,,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",FinTech,Pune,,Undisclosed,,2014,Naresh Vigh,Marquee fintech founders,Pre-series A,,,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s. FinTech",kudos is a full stack nbfc a digital lending engine with an in built api lending protocol layer of over 20 api s fintech,101,221,26
OfBusiness,,,,,,,2021,Apr,,OfBusiness is a financing platform that offers smart financing to SMEs.,FinTech,Gurugram,,"$110,000,000",,2015,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners",Unknown,110000000.0,18.5159909328476,OfBusiness is a financing platform that offers smart financing to SMEs. FinTech,ofbusiness is a financing platform that offers smart financing to smes fintech,43,221,59
Superpro.ai,,,,,,,2021,Apr,,Enabling independent professionals to bring offline consulting online with AI,Video communication,Bangalore,,"$3,000,000",,2019,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India",Seed,3000000.0,14.914123179965662,Enabling independent professionals to bring offline consulting online with AI Video communication,enabling independent professionals to bring offline consulting online with ai video communication,8,511,30
