Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Month,Industry/ Vertical,Sub-Vertical,Industry/Vertical,City,Investor Name,Amount(in USD),Investment Type,Founding Date,Founders,Investors,Investment Stage,Amount_Numeric,Amount_Log,Combined_Description,Cleaned_Description,City_Encoded,Industry/Vertical_Encoded,Investment Stage_Encoded
Twigly,,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,"600,000",,2016,Jul,Consumer Internet,Online Food Ordering & Delivery Startup,Unknown,Unknown,,,,,,,Unknown,,,Online Food Ordering & Delivery Startup ,online food ordering delivery startup,144,501,59
ShareChat,,Bangalore,"SAIF Partners, India Quotient",Private Equity,"1,350,000",,2016,Jul,Consumer Internet,Vernacular Language Content Creation & Sharing App,Unknown,Unknown,,,,,,,Unknown,,,Vernacular Language Content Creation & Sharing App ,vernacular language content creation sharing app,144,501,59
Urban Tailor,,Bangalore,Unitus Seed Fund,Private Equity,,,2016,Jul,Consumer Internet,E-Tailoring service provider,Unknown,Unknown,,,,,,,Unknown,,,E-Tailoring service provider ,e tailoring service provider,144,501,59
RentMojo,,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,"5,000,000",,2016,Jul,Consumer Internet,Online Furniture Renting Platform,Unknown,Unknown,,,,,,,Unknown,,,Online Furniture Renting Platform ,online furniture renting platform,144,501,59
CityFurnish,,Gurgaon,Brand Capital,Seed Funding,,,2016,Jul,Consumer Internet,Online Furniture Renting Platform,Unknown,Unknown,,,,,,,Unknown,,,Online Furniture Renting Platform ,online furniture renting platform,144,501,59
HEAL Institute,,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,,,2016,Jul,Healthcare,Sports Focused Healthcare Startup,Unknown,Unknown,,,,,,,Unknown,,,Sports Focused Healthcare Startup ,sports focused healthcare startup,144,501,59
Augrav,,Coimbatore,Keiretsu Forum,Seed Funding,"450,000",,2016,Jul,eCommerce,Personalized precious Jewellery etailer,Unknown,Unknown,,,,,,,Unknown,,,Personalized precious Jewellery etailer ,personalized precious jewellery etailer,144,501,59
ShoppinPal,,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,"1,070,000",,2016,Jul,Technology,M-Commerce Solutions for Retail Stores,Unknown,Unknown,,,,,,,Unknown,,,M-Commerce Solutions for Retail Stores ,m commerce solutions for retail stores,144,501,59
TransTutors/AskIITians,,New Delhi,500 Startups,Private Equity,,,2016,Jul,Consumer Internet,Online Education & Tutoring portals,Unknown,Unknown,,,,,,,Unknown,,,Online Education & Tutoring portals ,online education tutoring portals,144,501,59
WorkApps,,Pune,SRI Capital,Seed Funding,"1,000,000",,2016,Jul,Technology,Enterprise Work Management Software,Unknown,Unknown,,,,,,,Unknown,,,Enterprise Work Management Software ,enterprise work management software,144,501,59
BankerBay,,Bangalore,undisclosed investors,Private Equity,"2,000,000",,2016,Jul,Consumer Internet,Online Investment Banking platform,Unknown,Unknown,,,,,,,Unknown,,,Online Investment Banking platform ,online investment banking platform,144,501,59
BaggOut,,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,,,2016,Jul,eCommerce,Women’s Fashion etailer,Unknown,Unknown,,,,,,,Unknown,,,Women’s Fashion etailer ,women s fashion etailer,144,501,59
TripShelf,,New Delhi,GEMS group,Seed Funding,"250,000",,2016,Jul,eCommerce,Travel Package Marketplace,Unknown,Unknown,,,,,,,Unknown,,,Travel Package Marketplace ,travel package marketplace,144,501,59
SatvaCart,,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,,,2016,Jul,eCommerce,Online Grocers,Unknown,Unknown,,,,,,,Unknown,,,Online Grocers ,online grocers,144,501,59
Ridlr,,Mumbai,"Times Internet,Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"6,000,000",,2016,Jul,Consumer Internet,Public Transport Mobile App,Unknown,Unknown,,,,,,,Unknown,,,Public Transport Mobile App ,public transport mobile app,144,501,59
Yellowdig,,Pune,SRI Capital,Seed Funding,"650,000",,2016,Jul,Consumer Internet,Online Learning Platform,Unknown,Unknown,,,,,,,Unknown,,,Online Learning Platform ,online learning platform,144,501,59
Zuppler,,New Delhi,SRI Capital,Seed Funding,"650,000",,2016,Jul,Consumer Internet,Online Food Ordering platform,Unknown,Unknown,,,,,,,Unknown,,,Online Food Ordering platform ,online food ordering platform,144,501,59
BlueStone,,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"30,000,000",,2016,Jul,eCommerce,Jewellery Etailer,Unknown,Unknown,,,,,,,Unknown,,,Jewellery Etailer ,jewellery etailer,144,501,59
underDOGS,,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,,,2016,Jul,Technology,Game Development Startup,Unknown,Unknown,,,,,,,Unknown,,,Game Development Startup ,game development startup,144,501,59
ImageProVision,,Pune,Satish Jamdar,Seed Funding,,,2016,Jul,Technology,Image Analysis Solutions,Unknown,Unknown,,,,,,,Unknown,,,Image Analysis Solutions ,image analysis solutions,144,501,59
Sagacito,,New Delhi,Star India Pvt. Ltd,Private Equity,"10,000,000",,2016,Jul,Technology,Cloud-Based Enterprise Solutions,Unknown,Unknown,,,,,,,Unknown,,,Cloud-Based Enterprise Solutions ,cloud based enterprise solutions,144,501,59
Deal4Loans/Wishfin,,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,"15,000,000",,2016,Jul,Consumer Internet,Loans Comparison platform,Unknown,Unknown,,,,,,,Unknown,,,Loans Comparison platform ,loans comparison platform,144,501,59
NiYO Solutions,,Bangalore,Prime Venture Partners,Private Equity,"1,000,000",,2016,Jul,Technology,Payroll & Benefits Software solutions,Unknown,Unknown,,,,,,,Unknown,,,Payroll & Benefits Software solutions ,payroll benefits software solutions,144,501,59
AppLop,,Gurgaon,Green House Ventures Accelerator,Seed Funding,"250,000",,2016,Jul,Consumer Internet,Mobile Apps SaaS Platform,Unknown,Unknown,,,,,,,Unknown,,,Mobile Apps SaaS Platform ,mobile apps saas platform,144,501,59
Tax2Win,,Jaipur,Undisclosed Investors,Private Equity,"1,000,000",,2016,Jul,Consumer Internet,Online Tax Filing Portal,Unknown,Unknown,,,,,,,Unknown,,,Online Tax Filing Portal ,online tax filing portal,144,501,59
Truckola,,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,"595,000",,2016,Jul,Logistics,Tech-focused cargo transport startup,Unknown,Unknown,,,,,,,Unknown,,,Tech-focused cargo transport startup ,tech focused cargo transport startup,144,501,59
iServe Financial,,Pune,Nilesh Shah,Seed Funding,,,2016,Jul,Consumer Internet,Loan Comparison & Deals platform,Unknown,Unknown,,,,,,,Unknown,,,Loan Comparison & Deals platform ,loan comparison deals platform,144,501,59
MyTaxiIndia,,New Delhi,Nihon Kotsu Co,Private Equity,"1,000,000",,2016,Jul,Consumer Internet,Online Car rental booking platform,Unknown,Unknown,,,,,,,Unknown,,,Online Car rental booking platform ,online car rental booking platform,144,501,59
AbeRuk,,Bangalore,Swastika Company Pvt Ltd,Seed Funding,,,2016,Jul,eCommerce,Online Marketplace for books,Unknown,Unknown,,,,,,,Unknown,,,Online Marketplace for books ,online marketplace for books,144,501,59
Wiwigo,,Bangalore,Indian Angel Network,Seed Funding,"595,000",,2016,Jul,Consumer Internet,Inter-City Taxi Booking platform,Unknown,Unknown,,,,,,,Unknown,,,Inter-City Taxi Booking platform ,inter city taxi booking platform,144,501,59
Drums Food,,Mumbai,"Verlinvest, DSG Consumer Partners",Private Equity,"6,600,000",,2016,Jul,Food & Beverage,Yogurt and Ice Cream maker,Unknown,Unknown,,,,,,,Unknown,,,Yogurt and Ice Cream maker ,yogurt and ice cream maker,144,501,59
Treebo Hotels,,Bangalore,"Bertelsmann India Investments, SAIF Partners, Matrix Partners India.",Private Equity,"16,700,000",,2016,Jul,Consumer Internet,Budget Hotel Aggregator & Booking platform,Unknown,Unknown,,,,,,,Unknown,,,Budget Hotel Aggregator & Booking platform ,budget hotel aggregator booking platform,144,501,59
Skrilo,,Gurgaon,"Anuj Srivastava, Arvind Tiku",Seed Funding,"1,500,000",,2016,Jul,Consumer Internet,Mobile Marketing & Rewards Platform,Unknown,Unknown,,,,,,,Unknown,,,Mobile Marketing & Rewards Platform ,mobile marketing rewards platform,144,501,59
UrDoorStep,,Bangalore,CP Murali,Seed Funding,"300,000",,2016,Jul,Consumer Internet,On-demand Grocery delivery portal,Unknown,Unknown,,,,,,,Unknown,,,On-demand Grocery delivery portal ,on demand grocery delivery portal,144,501,59
SimplyMoveIn,,Bangalore,Swastika Company Ltd,Seed Funding,,,2016,Jul,eCommerce,online marketplace for curated rental properties,Unknown,Unknown,,,,,,,Unknown,,,online marketplace for curated rental properties ,online marketplace for curated rental properties,144,501,59
QwikCilver,,Bangalore,"Sistema Asia Fund, Amazon Asia-Pacific, Accel India, Helion Venture Partners",Private Equity,"10,000,000",,2016,Jul,Consumer Internet,Gift Card Services Provider,Unknown,Unknown,,,,,,,Unknown,,,Gift Card Services Provider ,gift card services provider,144,501,59
QDesk,,New Delhi,"Anuraag Jaipuria, Rishi Kajaria, Ruchirans Jaipuria, Dheeraj Jain, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,,,2016,Jul,Consumer Internet,Online Workspace provider,Unknown,Unknown,,,,,,,Unknown,,,Online Workspace provider ,online workspace provider,144,501,59
10i Commerce Services,,Bangalore,Nandan Nilekani,Seed Funding,,,2016,Jul,Technology,ECommerce Technology Solutions,Unknown,Unknown,,,,,,,Unknown,,,ECommerce Technology Solutions ,ecommerce technology solutions,144,501,59
Lucideus,,New Delhi,Sanjay Baweja,Seed Funding,,,2016,Jul,Technology,Cyber Security Solutions,Unknown,Unknown,,,,,,,Unknown,,,Cyber Security Solutions ,cyber security solutions,144,501,59
WakoW,,New Delhi,Undisclosed Investor,Seed Funding,"141,000",,2016,Jul,Consumer Internet,Hyperlocal Interest based Mobile Social Network,Unknown,Unknown,,,,,,,Unknown,,,Hyperlocal Interest based Mobile Social Network ,hyperlocal interest based mobile social network,144,501,59
Zoom Car,,Bangalore,"Ford Motor Company, Sequoia Capital, Reliance Ventures",Private Equity,"25,000,000",,2016,Jul,Consumer Internet,Self Driver Car Rentals,Unknown,Unknown,,,,,,,Unknown,,,Self Driver Car Rentals ,self driver car rentals,144,501,59
e27,,Singapore,TechTemple Group,Private Equity,"2,200,000",,2016,Jul,Consumer Internet,Online Tech Media Portal,Unknown,Unknown,,,,,,,Unknown,,,Online Tech Media Portal ,online tech media portal,144,501,59
Big Deal,,New Delhi,EVC Ventures,Seed Funding,"100,000",,2016,Jul,Consumer Internet,Student Deals Discovery Platform,Unknown,Unknown,,,,,,,Unknown,,,Student Deals Discovery Platform ,student deals discovery platform,144,501,59
Square Plums,,Bangalore,Indian Angel Network,Seed Funding,"446,000",,2016,Jul,Consumer Internet,Shared Accommodation Discovery platform,Unknown,Unknown,,,,,,,Unknown,,,Shared Accommodation Discovery platform ,shared accommodation discovery platform,144,501,59
IStyleyou,,Gurgaon,Rannvijay Singh,Seed Funding,,,2016,Jul,Consumer Internet,Online Fashion Styling & Chat app,Unknown,Unknown,,,,,,,Unknown,,,Online Fashion Styling & Chat app ,online fashion styling chat app,144,501,59
Mezi,,SFO,"Nexus Venture Partners, Saama Capital, American Express Ventures",Private Equity,"9,000,000",,2016,Jul,Consumer Internet,AI based personal Shopping Assistant,Unknown,Unknown,,,,,,,Unknown,,,AI based personal Shopping Assistant ,ai based personal shopping assistant,144,501,59
Byndr,,Hyderabad,Education Design Studio,Seed Funding,"700,000",,2016,Jul,Consumer Internet,Mobile learning management platform,Unknown,Unknown,,,,,,,Unknown,,,Mobile learning management platform ,mobile learning management platform,144,501,59
Modasta,,Bangalore,Undisclosed HNIs,Seed Funding,"1,500,000",,2016,Jul,Consumer Internet,Multi-lingual health content portal,Unknown,Unknown,,,,,,,Unknown,,,Multi-lingual health content portal ,multi lingual health content portal,144,501,59
MaxWholesale,,New Delhi,"Maple Capital Advisors, Abhinav Grover",Seed Funding,"150,000",,2016,Jul,eCommerce,B2B Wholesale Marketplace,Unknown,Unknown,,,,,,,Unknown,,,B2B Wholesale Marketplace ,b2b wholesale marketplace,144,501,59
Neuron,,New Delhi,"Harvinder Singh Bhatia, TLabs Accelerator",Seed Funding,"200,000",,2016,Jul,Technology,Machine Learning Platform,Unknown,Unknown,,,,,,,Unknown,,,Machine Learning Platform ,machine learning platform,144,501,59
Tiyo,,Kolkata,"Anish K, Ajith Nair",Seed Funding,"120,000",,2016,Jul,Consumer Internet,Doctor Discovery & healthcare info platform,Unknown,Unknown,,,,,,,Unknown,,,Doctor Discovery & healthcare info platform ,doctor discovery healthcare info platform,144,501,59
GoCoop,,Bangalore,"Kris Gopalakrishnan, Saha Fund",Private Equity,"830,000",,2016,Jul,eCommerce,Social Marketplace for Cooperative Enterprises,Unknown,Unknown,,,,,,,Unknown,,,Social Marketplace for Cooperative Enterprises ,social marketplace for cooperative enterprises,144,501,59
Lemon Leaf,,New Delhi,"Saurabh Sahni, Tushar Gupta",Seed Funding,"133,000",,2016,Jul,Technology,Fresh Fruit and Vegetable Supply Chain Tech Builder,Unknown,Unknown,,,,,,,Unknown,,,Fresh Fruit and Vegetable Supply Chain Tech Builder ,fresh fruit and vegetable supply chain tech builder,144,501,59
Appsay,,Pune,"Shreyans Shah, Mayank Shah",Seed Funding,"150,000",,2016,Jul,Consumer Internet,Customer Engagement Platform,Unknown,Unknown,,,,,,,Unknown,,,Customer Engagement Platform ,customer engagement platform,144,501,59
Fella Homes,,Gurgaon,Undisclosed investors,Seed Funding,"2,000,000",,2016,Jul,Consumer Internet,Home Rental discovery & Booking platform,Unknown,Unknown,,,,,,,Unknown,,,Home Rental discovery & Booking platform ,home rental discovery booking platform,144,501,59
HelloDhobi,,Pune,Swastika Company Ltd,Seed Funding,,,2016,Jul,Consumer Internet,On-Demand Laundry & Dry cleaning Services,Unknown,Unknown,,,,,,,Unknown,,,On-Demand Laundry & Dry cleaning Services ,on demand laundry dry cleaning services,144,501,59
,,,,,,,2016,Jul,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
,,,,,,,2016,Jul,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
,,,,,,,2016,Jul,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Chikoop,,Indore,Undisclosed Investors,Seed Funding,,,2016,Jun,Consumer Internet,Free Ad based Voice Calling,Unknown,Unknown,,,,,,,Unknown,,,Free Ad based Voice Calling ,free ad based voice calling,144,501,59
BRIDGEi2I,,Bangalore,Edelweiss Private Equity,Private Equity,,,2016,Jun,Technology,Data Analytics Platform,Unknown,Unknown,,,,,,,Unknown,,,Data Analytics Platform ,data analytics platform,144,501,59
Droom,,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,,,2016,Jun,eCommerce,Online marketplace for used automobiles,Unknown,Unknown,,,,,,,Unknown,,,Online marketplace for used automobiles ,online marketplace for used automobiles,144,501,59
Visit,,New Delhi,MapmyIndia,Seed Funding,,,2016,Jun,Consumer Internet,On-Demand Healthcare Service provider,Unknown,Unknown,,,,,,,Unknown,,,On-Demand Healthcare Service provider ,on demand healthcare service provider,144,501,59
Atomberg,,Mumbai,Parampara Capital,Private Equity,"1,000,000",,2016,Jun,Technology,"smart, energy efficient home appliance manufacturer",Unknown,Unknown,,,,,,,Unknown,,,"smart, energy efficient home appliance manufacturer ",smart energy efficient home appliance manufacturer,144,501,59
Coutloot,,Mumbai,Venture Catalysts,Seed Funding,,,2016,Jun,eCommerce,Fashion Re-Commerce Platform,Unknown,Unknown,,,,,,,Unknown,,,Fashion Re-Commerce Platform ,fashion re commerce platform,144,501,59
Limo,,Mumbai,Rainmaker Ventures,Private Equity,"1,000,000",,2016,Jun,Consumer Internet,Bus Aggregator Mobile app,Unknown,Unknown,,,,,,,Unknown,,,Bus Aggregator Mobile app ,bus aggregator mobile app,144,501,59
iCliniq,,Bangalore,MadhanKumar Madathupalayam,Seed Funding,,,2016,Jun,Consumer Internet,Doctor Consultation platform,Unknown,Unknown,,,,,,,Unknown,,,Doctor Consultation platform ,doctor consultation platform,144,501,59
GoGo Truck,,Chennai,Undisclosed Investor,Seed Funding,"75,000",,2016,Jun,Consumer Internet,Truck Aggregator & Booking platform,Unknown,Unknown,,,,,,,Unknown,,,Truck Aggregator & Booking platform ,truck aggregator booking platform,144,501,59
Vyome Biosciences,,New Delhi,Romulus Capital,Private Equity,"2,000,000",,2016,Jun,Healthcare,Treatment Development for Antibiotic-resistant diseases,Unknown,Unknown,,,,,,,Unknown,,,Treatment Development for Antibiotic-resistant diseases ,treatment development for antibiotic resistant diseases,144,501,59
SillyMonks,,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,"448,000",,2016,Jun,Consumer Internet,Digital Media and Entertainment Startup,Unknown,Unknown,,,,,,,Unknown,,,Digital Media and Entertainment Startup ,digital media and entertainment startup,144,501,59
CueMath,,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,"4,000,000",,2016,Jun,Education,K-12 Maths Learning Courses,Unknown,Unknown,,,,,,,Unknown,,,K-12 Maths Learning Courses ,k 12 maths learning courses,144,501,59
KrazyBee,,Bangalore,"Yeahmobi, Fenqile",Private Equity,"2,000,000",,2016,Jun,Consumer Internet,Student Micro-Loan platform,Unknown,Unknown,,,,,,,Unknown,,,Student Micro-Loan platform ,student micro loan platform,144,501,59
Intgrea,,Bangalore,Undisclosed Investor,Seed Funding,"100,000",,2016,Jun,Technology,Post merger Integration Partners,Unknown,Unknown,,,,,,,Unknown,,,Post merger Integration Partners ,post merger integration partners,144,501,59
